date,total_sales
2033-09-11,983.92
2033-09-12,1205.06
2033-09-13,1365.8
2033-09-14,1066.05
2033-09-15,1415.76
2033-09-16,1332.96
2033-09-17,1150.97
2033-09-18,1241.18
2033-09-19,1503.46
2033-09-20,1375.05
2033-09-21,1267.64
2033-09-22,1231.97
2033-09-23,1280.41
2033-09-24,1193.46
2033-09-25,955.81
2033-09-26,1579.15
2033-09-27,1297.42
2033-09-28,1335.14
2033-09-29,1268.03
2033-09-30,1167.75
2033-10-01,1251.42
2033-10-02,1040.69
2033-10-03,1623.46
2033-10-04,1098.01
2033-10-05,1129.68
2033-10-06,1219.73
2033-10-07,1480.26
2033-10-08,1290.51
2033-10-09,1104.2
2033-10-10,1479.06
2033-10-11,1401.84
2033-10-12,1374.23
2033-10-13,1402.1
2033-10-14,1655.18
2033-10-15,1625.06
2033-10-16,1195.56
2033-10-17,1543.42
2033-10-18,1358.58
2033-10-19,1377.24
2033-10-20,1049.8
2033-10-21,1279.35
2033-10-22,1184.24
2033-10-23,1431.63
2033-10-24,1469.34
2033-10-25,998.76
2033-10-26,1307.88
2033-10-27,1480.72
2033-10-28,1285.68
2033-10-29,1424.29
2033-10-30,1368.85
2033-10-31,1368.66
2033-11-01,1277.96
2033-11-02,1137.4
2033-11-03,1152.89
2033-11-04,1428.75
2033-11-05,1326.5
2033-11-06,1304.02
2033-11-07,1262.44
2033-11-08,1281.46
2033-11-09,1485.49
2033-11-10,1279.38
2033-11-11,1129.72
2033-11-12,1443.63
2033-11-13,1302.56
2033-11-14,1339.2
2033-11-15,1576.82
2033-11-16,1333.8
2033-11-17,1381.45
2033-11-18,1162.42
2033-11-19,1307.49
2033-11-20,1433.05
2033-11-21,1109.49
2033-11-22,1374.1
2033-11-23,1360.26
2033-11-24,1352.5
2033-11-25,1503.04
2033-11-26,1398.79
2033-11-27,1571.49
2033-11-28,1201.9
2033-11-29,1372.47
2033-11-30,1365.9
2033-12-01,1193.98
2033-12-02,1498.95
2033-12-03,1705.33
2033-12-04,1355.21
2033-12-05,1434.64
2033-12-06,1372.68
2033-12-07,1254.08
2033-12-08,1089.12
2033-12-09,1257.47
2033-12-10,1155.65
2033-12-11,1621.15
2033-12-12,1349.37
2033-12-13,1315.83
2033-12-14,1502.18
2033-12-15,1201.62
2033-12-16,1255.93
2033-12-17,1382.24
2033-12-18,1527.42
2033-12-19,1449.42
2033-12-20,1412.47
2033-12-21,1387.99
2033-12-22,1437.36
2033-12-23,1408.61
2033-12-24,1224.91
2033-12-25,1387.35
2033-12-26,1220.41
2033-12-27,1394.65
2033-12-28,1311.41
2033-12-29,1765.43
2033-12-30,1379.54
2033-12-31,1175.89
2034-01-01,1367.4
2034-01-02,1466.42
2034-01-03,1640.51
2034-01-04,1302.07
2034-01-05,1154.1
2034-01-06,1514.96
2034-01-07,1186.31
2034-01-08,1328.94
2034-01-09,1356.68
2034-01-10,1385.82
2034-01-11,1500.59
2034-01-12,1295.61
2034-01-13,1358.03
2034-01-14,1397.87
2034-01-15,1423.37
2034-01-16,1416.52
2034-01-17,1468.16
2034-01-18,1530.24
2034-01-19,1463.46
2034-01-20,1473.49
2034-01-21,1169.01
2034-01-22,1414.76
2034-01-23,1480.03
2034-01-24,1518.31
2034-01-25,1305.98
2034-01-26,1311.83
2034-01-27,1325.42
2034-01-28,1492.85
2034-01-29,1568.31
2034-01-30,1352.94
2034-01-31,1551.08
2034-02-01,1434.22
2034-02-02,1397.87
2034-02-03,1385.62
2034-02-04,1530.12
2034-02-05,1467.76
2034-02-06,1761.08
2034-02-07,1292.66
2034-02-08,1498.98
2034-02-09,1342.66
2034-02-10,1292.41
2034-02-11,1421.93
2034-02-12,1444.91
2034-02-13,1862.77
2034-02-14,1398.16
2034-02-15,1256.99
2034-02-16,1468.19
2034-02-17,1116.76
2034-02-18,1414.87
2034-02-19,1431.77
2034-02-20,1549.25
2034-02-21,1576.8
2034-02-22,1355.9
2034-02-23,1409.52
2034-02-24,1317.86
2034-02-25,1264.23
2034-02-26,1480.58
2034-02-27,1243.71
2034-02-28,1373.2
2034-03-01,1286.75
2034-03-02,1519.1
2034-03-03,1707.49
2034-03-04,1242.65
2034-03-05,1160.54
2034-03-06,1420.36
2034-03-07,1442.04
2034-03-08,1473.07
2034-03-09,1373.9
2034-03-10,1411.32
2034-03-11,1497.11
2034-03-12,1598.6
2034-03-13,1149.83
2034-03-14,1388.29
2034-03-15,1476.23
2034-03-16,1306.99
2034-03-17,1704.88
2034-03-18,1350.41
2034-03-19,1440.03
2034-03-20,1530.13
2034-03-21,1358.52
2034-03-22,1170.71
2034-03-23,1383.87
2034-03-24,1603.06
2034-03-25,1398.57
2034-03-26,1322.59
2034-03-27,1588.85
2034-03-28,1400.82
2034-03-29,1374.34
2034-03-30,1473.71
2034-03-31,1567.32
2034-04-01,1809.37
2034-04-02,1576.6
2034-04-03,1626.89
2034-04-04,1377.4
2034-04-05,1299.79
2034-04-06,1463.39
2034-04-07,1470.48
2034-04-08,1292.98
2034-04-09,1428.81
2034-04-10,1515.34
2034-04-11,1509.84
2034-04-12,1531.74
2034-04-13,1500.06
2034-04-14,1380.67
2034-04-15,1379.94
2034-04-16,1277.48
2034-04-17,1725.32
2034-04-18,1459.9
2034-04-19,1424.42
2034-04-20,1319.1
2034-04-21,1899.02
2034-04-22,1297.92
2034-04-23,1394.83
2034-04-24,1521.76
2034-04-25,1549.64
2034-04-26,1603.51
2034-04-27,1731.17
2034-04-28,1536.15
2034-04-29,1302.02
2034-04-30,1422.06
2034-05-01,1506.96
2034-05-02,1771.18
2034-05-03,1251.44
2034-05-04,1641.65
2034-05-05,1488.39
2034-05-06,1587.22
2034-05-07,1446.37
2034-05-08,1335.43
2034-05-09,1574.54
2034-05-10,1560.18
2034-05-11,1607.92
2034-05-12,1460.2
2034-05-13,1372.31
2034-05-14,1228.53
2034-05-15,1585.32
2034-05-16,1526.06
2034-05-17,1317.66
2034-05-18,1381.78
2034-05-19,1392.59
2034-05-20,1240.18
2034-05-21,1339.99
2034-05-22,1292.58
2034-05-23,1400.79
2034-05-24,1351.85
2034-05-25,1218.59
2034-05-26,1766.01
2034-05-27,1650.47
2034-05-28,1345.7
2034-05-29,1503.37
2034-05-30,1525.07
2034-05-31,1641.06
2034-06-01,1339.53
2034-06-02,1626.07
2034-06-03,1379.98
2034-06-04,1261.69
2034-06-05,1570.59
2034-06-06,1655.48
2034-06-07,1849.94
2034-06-08,1281.67
2034-06-09,1566.33
2034-06-10,1399.89
2034-06-11,1578.71
2034-06-12,1240.48
2034-06-13,1271.48
2034-06-14,1344.34
2034-06-15,1472.39
2034-06-16,1364.2
2034-06-17,1559.02
2034-06-18,1614.0
2034-06-19,1549.69
2034-06-20,1702.36
2034-06-21,1521.69
2034-06-22,1276.55
2034-06-23,1663.35
2034-06-24,1367.82
2034-06-25,1594.9
2034-06-26,1694.14
2034-06-27,1526.31
2034-06-28,1233.1
2034-06-29,1319.51
2034-06-30,1655.36
2034-07-01,1431.28
2034-07-02,1468.28
2034-07-03,1569.85
2034-07-04,1560.15
2034-07-05,1497.19
2034-07-06,1423.73
2034-07-07,1407.78
2034-07-08,1583.02
2034-07-09,1537.01
2034-07-10,1415.01
2034-07-11,1615.54
2034-07-12,1433.49
2034-07-13,1324.7
2034-07-14,1338.21
2034-07-15,1304.84
2034-07-16,1410.37
2034-07-17,1635.87
2034-07-18,1329.62
2034-07-19,1478.22
2034-07-20,1351.01
2034-07-21,1410.01
2034-07-22,1222.1
2034-07-23,1415.06
2034-07-24,1418.61
2034-07-25,1528.23
2034-07-26,1480.2
2034-07-27,1266.46
2034-07-28,1608.34
2034-07-29,1476.75
2034-07-30,1474.45
2034-07-31,1442.8
2034-08-01,1365.98
2034-08-02,1475.78
2034-08-03,1513.91
2034-08-04,1179.99
2034-08-05,1360.65
2034-08-06,1402.66
2034-08-07,1478.76
2034-08-08,1618.75
2034-08-09,1323.41
2034-08-10,1363.89
2034-08-11,1361.11
2034-08-12,1317.15
2034-08-13,1384.69
2034-08-14,1551.78
2034-08-15,1277.46
2034-08-16,1499.07
2034-08-17,1178.98
2034-08-18,1349.42
2034-08-19,1383.55
2034-08-20,1683.54
2034-08-21,1390.43
2034-08-22,1100.8
2034-08-23,1130.47
2034-08-24,1434.73
2034-08-25,1521.0
2034-08-26,1484.56
2034-08-27,1452.67
2034-08-28,1601.17
2034-08-29,1345.18
2034-08-30,1559.63
2034-08-31,1179.87
2034-09-01,1288.19
2034-09-02,1152.14
2034-09-03,1381.22
2034-09-04,1414.76
2034-09-05,1438.06
2034-09-06,1429.46
2034-09-07,1280.28
2034-09-08,1390.1
2034-09-09,1193.24
2034-09-10,1621.55
2034-09-11,1370.73
2034-09-12,1342.14
2034-09-13,1653.01
2034-09-14,1227.52
2034-09-15,1244.2
2034-09-16,1247.79
2034-09-17,1401.21
2034-09-18,1475.3
2034-09-19,1520.67
2034-09-20,1794.67
2034-09-21,1070.61
2034-09-22,1498.48
2034-09-23,1322.74
2034-09-24,1317.48
2034-09-25,1311.61
2034-09-26,1267.38
2034-09-27,1655.49
2034-09-28,1528.27
2034-09-29,1404.51
2034-09-30,1602.79
2034-10-01,1172.35
2034-10-02,1198.72
2034-10-03,1070.71
2034-10-04,1291.58
2034-10-05,1419.82
2034-10-06,1410.07
2034-10-07,1416.1
2034-10-08,1181.11
2034-10-09,1512.3
2034-10-10,1426.82
2034-10-11,1499.88
2034-10-12,1105.05
2034-10-13,1434.72
2034-10-14,1208.87
2034-10-15,1326.46
2034-10-16,1465.24
2034-10-17,1397.77
2034-10-18,1255.39
2034-10-19,1383.07
2034-10-20,1151.41
2034-10-21,1552.68
2034-10-22,1348.34
2034-10-23,1545.91
2034-10-24,1298.14
2034-10-25,1297.57
2034-10-26,1260.45
2034-10-27,1505.48
2034-10-28,1266.62
2034-10-29,1468.69
2034-10-30,1313.6
2034-10-31,1073.53
2034-11-01,1283.33
2034-11-02,1190.97
2034-11-03,1371.87
2034-11-04,1187.16
2034-11-05,1503.56
2034-11-06,1349.94
2034-11-07,1335.9
2034-11-08,1459.85
2034-11-09,1504.98
2034-11-10,1356.3
2034-11-11,1242.56
2034-11-12,1091.06
2034-11-13,1253.16
2034-11-14,1262.39
2034-11-15,1369.94
2034-11-16,1301.01
2034-11-17,1454.87
2034-11-18,1258.63
2034-11-19,1340.92
2034-11-20,1525.96
2034-11-21,1398.52
2034-11-22,1337.13
2034-11-23,1254.72
2034-11-24,1248.91
2034-11-25,1215.18
2034-11-26,1260.49
2034-11-27,1453.86
2034-11-28,1306.1
2034-11-29,1135.78
2034-11-30,1602.33
2034-12-01,1383.96
2034-12-02,1123.78
2034-12-03,1267.4
2034-12-04,1349.16
2034-12-05,1587.07
2034-12-06,1164.01
2034-12-07,1475.48
2034-12-08,1537.84
2034-12-09,1232.46
2034-12-10,1283.97
2034-12-11,1168.99
2034-12-12,1292.75
2034-12-13,1316.61
2034-12-14,1419.88
2034-12-15,1483.29
2034-12-16,1206.37
2034-12-17,1022.31
2034-12-18,1313.05
2034-12-19,1359.09
2034-12-20,1351.29
2034-12-21,1263.69
2034-12-22,1330.23
2034-12-23,1537.64
2034-12-24,1366.4
2034-12-25,1251.95
2034-12-26,1231.74
2034-12-27,1280.1
2034-12-28,1549.9
2034-12-29,1275.7
2034-12-30,1299.03
2034-12-31,1228.46
2035-01-01,1464.46
2035-01-02,1592.39
2035-01-03,1364.8
2035-01-04,1308.43
2035-01-05,1300.33
2035-01-06,935.97
2035-01-07,1404.19
2035-01-08,1311.34
2035-01-09,1354.26
2035-01-10,1182.09
2035-01-11,1229.93
2035-01-12,1224.74
2035-01-13,1438.44
2035-01-14,1227.17
2035-01-15,1595.18
2035-01-16,1346.2
2035-01-17,1089.02
2035-01-18,1259.88
2035-01-19,1180.21
2035-01-20,947.59
2035-01-21,1515.46
2035-01-22,1379.81
2035-01-23,1353.11
2035-01-24,1296.73
2035-01-25,1063.41
2035-01-26,1196.97
2035-01-27,1394.57
2035-01-28,1109.42
2035-01-29,886.13
2035-01-30,1230.62
2035-01-31,1242.22
2035-02-01,1282.61
2035-02-02,1370.35
2035-02-03,1355.51
2035-02-04,1297.48
2035-02-05,1436.8
2035-02-06,1028.42
2035-02-07,1330.75
2035-02-08,1347.85
2035-02-09,1066.73
2035-02-10,1026.04
2035-02-11,1138.38
2035-02-12,1149.85
2035-02-13,1360.9
2035-02-14,1154.51
2035-02-15,1117.04
2035-02-16,1152.56
2035-02-17,1410.91
2035-02-18,1243.88
2035-02-19,1213.85
2035-02-20,1223.05
2035-02-21,1432.18
2035-02-22,1124.81
2035-02-23,1433.33
2035-02-24,1266.4
2035-02-25,1209.58
2035-02-26,1607.61
2035-02-27,1072.95
2035-02-28,1177.07
2035-03-01,1044.09
2035-03-02,1370.65
2035-03-03,1479.99
2035-03-04,1475.94
2035-03-05,1407.88
2035-03-06,1193.48
2035-03-07,1167.18
2035-03-08,970.14
2035-03-09,1525.04
2035-03-10,1288.85
2035-03-11,1143.56
2035-03-12,1415.42
2035-03-13,1069.15
2035-03-14,1274.91
2035-03-15,1186.88
2035-03-16,1307.44
2035-03-17,1200.97
2035-03-18,991.73
2035-03-19,1219.58
2035-03-20,1364.45
2035-03-21,1201.61
2035-03-22,1321.14
2035-03-23,1046.92
2035-03-24,1198.7
2035-03-25,1107.85
2035-03-26,1312.46
2035-03-27,1204.03
2035-03-28,1301.72
2035-03-29,1360.26
2035-03-30,1299.75
2035-03-31,1235.88
2035-04-01,1044.09
2035-04-02,1192.32
2035-04-03,1111.69
2035-04-04,1138.97
2035-04-05,1133.32
2035-04-06,1041.44
2035-04-07,893.76
2035-04-08,1086.07
2035-04-09,1214.23
2035-04-10,981.94
2035-04-11,1185.47
2035-04-12,1467.1
2035-04-13,1334.47
2035-04-14,1426.5
2035-04-15,1237.6
2035-04-16,1353.02
2035-04-17,1068.27
2035-04-18,1079.19
2035-04-19,763.94
2035-04-20,1351.72
2035-04-21,1403.83
2035-04-22,1088.79
2035-04-23,1132.67
2035-04-24,1056.68
2035-04-25,1226.16
2035-04-26,1336.51
2035-04-27,905.36
2035-04-28,1227.21
2035-04-29,1123.31
2035-04-30,1180.85
2035-05-01,1231.72
2035-05-02,1133.67
2035-05-03,1145.4
2035-05-04,1127.9
2035-05-05,1304.58
2035-05-06,1220.9
2035-05-07,1190.23
2035-05-08,965.56
2035-05-09,1098.48
2035-05-10,1289.14
2035-05-11,1159.07
2035-05-12,1251.43
2035-05-13,1416.56
2035-05-14,1306.47
2035-05-15,1163.75
2035-05-16,1072.23
2035-05-17,764.95
2035-05-18,1121.84
2035-05-19,1097.32
2035-05-20,1203.9
2035-05-21,1121.38
2035-05-22,1095.55
2035-05-23,875.83
2035-05-24,1000.89
2035-05-25,1212.54
2035-05-26,1397.58
2035-05-27,1124.73
2035-05-28,1187.7
2035-05-29,1280.57
2035-05-30,1015.24
2035-05-31,1191.08
2035-06-01,1024.18
2035-06-02,1264.17
2035-06-03,1156.36
2035-06-04,1177.62
2035-06-05,1014.68
2035-06-06,1237.34
2035-06-07,1443.22
2035-06-08,978.56
2035-06-09,1078.02
2035-06-10,1162.97
2035-06-11,1245.44
2035-06-12,1042.8
2035-06-13,701.04
2035-06-14,1329.14
2035-06-15,1238.61
2035-06-16,862.37
2035-06-17,1031.96
2035-06-18,1357.62
2035-06-19,1338.86
2035-06-20,1261.79
2035-06-21,1093.89
2035-06-22,1132.07
2035-06-23,1099.31
2035-06-24,1287.52
2035-06-25,986.24
2035-06-26,996.09
2035-06-27,1267.86
2035-06-28,1109.02
2035-06-29,1321.81
2035-06-30,1013.68
2035-07-01,1105.57
2035-07-02,974.8
2035-07-03,1113.66
2035-07-04,890.17
2035-07-05,1038.21
2035-07-06,895.33
2035-07-07,1214.27
2035-07-08,1217.1
2035-07-09,849.5
2035-07-10,1308.56
2035-07-11,1482.54
2035-07-12,1114.28
2035-07-13,1010.67
2035-07-14,1529.95
2035-07-15,907.93
2035-07-16,1108.27
2035-07-17,1131.68
2035-07-18,1306.01
2035-07-19,1157.7
2035-07-20,1028.45
2035-07-21,960.08
2035-07-22,1051.01
2035-07-23,950.77
2035-07-24,1108.52
2035-07-25,1016.26
2035-07-26,876.34
2035-07-27,1288.28
2035-07-28,1024.92
2035-07-29,908.92
2035-07-30,1073.48
2035-07-31,1108.57
2035-08-01,835.94
2035-08-02,1147.26
2035-08-03,940.05
2035-08-04,1353.39
2035-08-05,1174.96
2035-08-06,1036.01
2035-08-07,983.86
2035-08-08,1079.54
2035-08-09,1186.85
2035-08-10,1090.77
2035-08-11,1061.69
2035-08-12,1102.7
2035-08-13,1003.05
2035-08-14,1041.84
2035-08-15,780.15
2035-08-16,1238.79
2035-08-17,1137.26
2035-08-18,976.15
2035-08-19,1376.71
2035-08-20,1104.69
2035-08-21,935.96
2035-08-22,1219.64
2035-08-23,1150.6
2035-08-24,1149.85
2035-08-25,1026.58
2035-08-26,1157.8
2035-08-27,1050.75
2035-08-28,1173.21
2035-08-29,803.88
2035-08-30,1024.36
2035-08-31,1347.58
2035-09-01,974.03
2035-09-02,998.35
2035-09-03,1021.58
2035-09-04,906.41
2035-09-05,757.25
2035-09-06,1053.77
2035-09-07,1108.62
2035-09-08,1080.25
2035-09-09,1066.28
2035-09-10,1094.37
2035-09-11,1241.25
2035-09-12,1059.18
2035-09-13,1001.56
2035-09-14,1045.43
2035-09-15,1174.44
2035-09-16,1299.29
2035-09-17,993.22
2035-09-18,1102.25
2035-09-19,1138.13
2035-09-20,938.47
2035-09-21,1090.41
2035-09-22,867.49
2035-09-23,821.99
2035-09-24,1142.37
2035-09-25,1029.79
2035-09-26,1117.74
2035-09-27,1084.75
2035-09-28,941.02
2035-09-29,1080.74
2035-09-30,902.62
2035-10-01,1296.3
2035-10-02,884.33
2035-10-03,1058.44
2035-10-04,931.56
2035-10-05,1173.56
2035-10-06,1038.39
2035-10-07,1010.42
2035-10-08,1216.32
2035-10-09,1092.88
2035-10-10,1166.1
2035-10-11,941.55
2035-10-12,878.18
2035-10-13,1105.15
2035-10-14,1041.41
2035-10-15,1183.38
2035-10-16,1077.61
2035-10-17,1120.55
2035-10-18,846.48
2035-10-19,1373.46
2035-10-20,1065.78
2035-10-21,1195.28
2035-10-22,965.46
2035-10-23,1137.31
2035-10-24,895.93
2035-10-25,1159.42
2035-10-26,1038.48
2035-10-27,1096.52
2035-10-28,1197.12
2035-10-29,907.83
2035-10-30,990.33
2035-10-31,1161.9
2035-11-01,1408.35
2035-11-02,1073.22
2035-11-03,1182.93
2035-11-04,1078.54
2035-11-05,1386.26
2035-11-06,833.19
2035-11-07,1109.82
2035-11-08,852.16
2035-11-09,720.38
2035-11-10,1141.36
2035-11-11,1118.05
2035-11-12,1054.8
2035-11-13,1082.0
2035-11-14,1563.08
2035-11-15,1060.02
2035-11-16,1175.69
2035-11-17,1002.2
2035-11-18,1144.33
2035-11-19,1064.76
2035-11-20,1039.37
2035-11-21,1374.24
2035-11-22,1278.45
2035-11-23,1122.86
2035-11-24,757.2
2035-11-25,1049.17
2035-11-26,1509.28
2035-11-27,1069.73
2035-11-28,1270.33
2035-11-29,1321.66
2035-11-30,1138.74
2035-12-01,980.15
2035-12-02,741.67
2035-12-03,1210.14
2035-12-04,985.86
2035-12-05,1135.06
2035-12-06,921.74
2035-12-07,1070.01
2035-12-08,1115.43
2035-12-09,1151.26
2035-12-10,944.35
2035-12-11,1291.71
2035-12-12,1023.26
2035-12-13,862.24
2035-12-14,1097.69
2035-12-15,1119.83
2035-12-16,1139.41
2035-12-17,1320.29
2035-12-18,1081.15
2035-12-19,1099.34
2035-12-20,952.48
2035-12-21,1241.71
2035-12-22,1146.96
2035-12-23,1057.0
2035-12-24,835.0
2035-12-25,1338.07
2035-12-26,937.96
2035-12-27,1034.14
2035-12-28,1177.31
2035-12-29,944.8
2035-12-30,901.0
2035-12-31,807.18
2036-01-01,1234.67
2036-01-02,1045.5
2036-01-03,1567.13
2036-01-04,979.66
2036-01-05,991.37
2036-01-06,1045.56
2036-01-07,1167.63
2036-01-08,1061.42
2036-01-09,1224.61
2036-01-10,986.78
2036-01-11,927.14
2036-01-12,865.47
2036-01-13,802.49
2036-01-14,1059.15
2036-01-15,1092.55
2036-01-16,1043.83
2036-01-17,1325.91
2036-01-18,1324.46
2036-01-19,1090.9
2036-01-20,872.9
2036-01-21,1057.86
2036-01-22,1053.77
2036-01-23,1046.06
2036-01-24,1040.87
2036-01-25,1048.41
2036-01-26,1089.35
2036-01-27,1052.91
2036-01-28,1180.41
2036-01-29,1204.14
2036-01-30,1014.41
2036-01-31,1342.6
2036-02-01,1005.87
2036-02-02,911.16
2036-02-03,1211.89
2036-02-04,1033.12
2036-02-05,1204.89
2036-02-06,797.11
2036-02-07,1367.5
2036-02-08,1260.45
2036-02-09,935.52
2036-02-10,939.76
2036-02-11,1413.41
2036-02-12,1052.96
2036-02-13,1039.45
2036-02-14,825.68
2036-02-15,1113.98
2036-02-16,1133.46
2036-02-17,1275.96
2036-02-18,959.81
2036-02-19,942.66
2036-02-20,1239.39
2036-02-21,1323.79
2036-02-22,938.16
2036-02-23,1337.11
2036-02-24,1181.57
2036-02-25,1340.78
2036-02-26,1167.54
2036-02-27,800.8
2036-02-28,1157.43
2036-02-29,1340.32
2036-03-01,1048.33
2036-03-02,1125.28
2036-03-03,1158.15
2036-03-04,750.74
2036-03-05,1437.48
2036-03-06,1052.67
2036-03-07,1264.85
2036-03-08,1177.1
2036-03-09,1379.87
2036-03-10,1253.26
2036-03-11,1158.24
2036-03-12,1060.58
2036-03-13,1315.43
2036-03-14,915.87
2036-03-15,1294.92
2036-03-16,1034.32
2036-03-17,1388.17
2036-03-18,1225.68
2036-03-19,1299.26
2036-03-20,1216.11
2036-03-21,942.12
2036-03-22,1077.04
2036-03-23,1308.18
2036-03-24,1233.49
2036-03-25,1386.83
2036-03-26,1271.35
2036-03-27,1067.04
2036-03-28,1093.83
2036-03-29,1229.87
2036-03-30,868.52
2036-03-31,1467.85
2036-04-01,1284.3
2036-04-02,1403.3
2036-04-03,983.36
2036-04-04,1408.35
2036-04-05,1557.61
2036-04-06,1025.97
2036-04-07,1341.03
2036-04-08,1226.71
2036-04-09,996.11
2036-04-10,1302.94
2036-04-11,1355.28
2036-04-12,1141.3
2036-04-13,1407.6
2036-04-14,983.93
2036-04-15,1010.98
2036-04-16,1256.93
2036-04-17,1241.49
2036-04-18,1131.45
2036-04-19,1361.63
2036-04-20,1321.08
2036-04-21,1371.42
2036-04-22,1225.49
2036-04-23,1335.61
2036-04-24,1179.64
2036-04-25,1555.82
2036-04-26,1127.14
2036-04-27,1566.08
2036-04-28,1256.79
2036-04-29,1046.5
2036-04-30,1459.32
2036-05-01,1274.27
2036-05-02,1384.33
2036-05-03,1441.52
2036-05-04,1309.92
2036-05-05,1171.67
2036-05-06,1408.15
2036-05-07,1263.19
2036-05-08,1367.24
2036-05-09,942.59
2036-05-10,1333.99
2036-05-11,1172.45
2036-05-12,1517.52
2036-05-13,1364.28
2036-05-14,1308.09
2036-05-15,1346.36
2036-05-16,1124.94
2036-05-17,1519.5
2036-05-18,1576.01
2036-05-19,1337.54
2036-05-20,1518.47
2036-05-21,1195.84
2036-05-22,1162.94
2036-05-23,1289.95
2036-05-24,1350.36
2036-05-25,1227.32
2036-05-26,1368.39
2036-05-27,1334.99
2036-05-28,1140.59
2036-05-29,1369.46
2036-05-30,1422.47
2036-05-31,1319.97
2036-06-01,1468.45
2036-06-02,1114.25
2036-06-03,1368.36
2036-06-04,1123.94
2036-06-05,1133.67
2036-06-06,1207.45
2036-06-07,1162.09
2036-06-08,1222.5
2036-06-09,1273.89
2036-06-10,1432.89
2036-06-11,1260.45
2036-06-12,1072.08
2036-06-13,1482.24
2036-06-14,1186.97
2036-06-15,1305.03
2036-06-16,1382.13
2036-06-17,1346.39
2036-06-18,1481.88
2036-06-19,1390.9
2036-06-20,1191.16
2036-06-21,1648.44
2036-06-22,1352.1
2036-06-23,1302.15
2036-06-24,1470.14
2036-06-25,1364.26
2036-06-26,1388.03
2036-06-27,1703.27
2036-06-28,1289.46
2036-06-29,1284.36
2036-06-30,1350.8
2036-07-01,1495.33
2036-07-02,1109.91
2036-07-03,1042.35
2036-07-04,1250.4
2036-07-05,1094.66
2036-07-06,1277.31
2036-07-07,1417.69
2036-07-08,1209.98
2036-07-09,1130.85
2036-07-10,1356.55
2036-07-11,1476.8
2036-07-12,1094.45
2036-07-13,1473.0
2036-07-14,1473.83
2036-07-15,1495.62
2036-07-16,1536.54
2036-07-17,1685.33
2036-07-18,1302.88
2036-07-19,1373.99
2036-07-20,1296.34
2036-07-21,1360.36
2036-07-22,1591.25
2036-07-23,1160.81
2036-07-24,1234.65
2036-07-25,1571.63
2036-07-26,1519.3
2036-07-27,1313.07
2036-07-28,1496.94
2036-07-29,1421.19
2036-07-30,1596.28
2036-07-31,1383.65
2036-08-01,1527.54
2036-08-02,1771.23
2036-08-03,1465.86
2036-08-04,1384.76
2036-08-05,1486.95
2036-08-06,1325.0
2036-08-07,1739.19
2036-08-08,1409.22
2036-08-09,1342.47
2036-08-10,1259.26
2036-08-11,1550.39
2036-08-12,1517.08
2036-08-13,1313.59
2036-08-14,1475.84
2036-08-15,1164.28
2036-08-16,1419.48
2036-08-17,1460.83
2036-08-18,1650.19
2036-08-19,1279.64
2036-08-20,1204.67
2036-08-21,1263.27
2036-08-22,1198.26
2036-08-23,1600.4
2036-08-24,1633.35
2036-08-25,1450.23
2036-08-26,1586.53
2036-08-27,1424.57
2036-08-28,1391.35
2036-08-29,1356.79
2036-08-30,1361.31
2036-08-31,1176.83
2036-09-01,1449.75
2036-09-02,1405.18
2036-09-03,1524.15
2036-09-04,1427.48
2036-09-05,1390.14
2036-09-06,1284.97
2036-09-07,1427.56
2036-09-08,1528.57
2036-09-09,1247.41
2036-09-10,1433.12
2036-09-11,1456.03
2036-09-12,1314.43
2036-09-13,1335.03
2036-09-14,1458.86
2036-09-15,1255.31
2036-09-16,1478.87
2036-09-17,1293.12
2036-09-18,1587.9
2036-09-19,1780.18
2036-09-20,1301.42
2036-09-21,1511.7
2036-09-22,1323.58
2036-09-23,1589.75
2036-09-24,1244.83
2036-09-25,1507.71
2036-09-26,1305.68
2036-09-27,1406.58
2036-09-28,1283.96
2036-09-29,1562.96
2036-09-30,1315.04
2036-10-01,1524.36
2036-10-02,1390.92
2036-10-03,1426.33
2036-10-04,1466.62
2036-10-05,1331.14
2036-10-06,1477.92
2036-10-07,1676.86
2036-10-08,1331.53
2036-10-09,1624.95
2036-10-10,1674.82
2036-10-11,1328.6
2036-10-12,1233.68
2036-10-13,1498.14
2036-10-14,1371.64
2036-10-15,1734.94
2036-10-16,1460.77
2036-10-17,1336.1
2036-10-18,1285.24
2036-10-19,1621.67
2036-10-20,1373.38
2036-10-21,1466.49
2036-10-22,1604.14
2036-10-23,1388.99
2036-10-24,1455.58
2036-10-25,1460.82
2036-10-26,1566.64
2036-10-27,1553.58
2036-10-28,1432.77
2036-10-29,1476.14
2036-10-30,1411.64
2036-10-31,1246.56
2036-11-01,1507.64
2036-11-02,1753.62
2036-11-03,1338.01
2036-11-04,1355.39
2036-11-05,1341.5
2036-11-06,1581.56
2036-11-07,1540.9
2036-11-08,1450.6
2036-11-09,1337.42
2036-11-10,1489.71
2036-11-11,1241.89
2036-11-12,1498.82
2036-11-13,1608.75
2036-11-14,1291.06
2036-11-15,1249.56
2036-11-16,1717.05
2036-11-17,1389.06
2036-11-18,1651.9
2036-11-19,1459.08
2036-11-20,1458.56
2036-11-21,1549.27
2036-11-22,1351.56
2036-11-23,1504.69
2036-11-24,1428.23
2036-11-25,1288.01
2036-11-26,1537.34
2036-11-27,1447.84
